file_id,lyrics
112,"I'm at a payphone, trying to call home All of my change, I spent on you Where have the times gone? Baby, it's all wrong Where are the plans we made for two? Yeah, I, I know it's hard to remember the people we used to be It's even harder to picture that you're not here next to me You say it's too late to make it, but is it too late to try? And in our time that you wasted, all of our bridges burned down I've wasted my nights, you turned out the lights Now I'm paralyzed Still stuck in that time when we called it love But even the sun sets in paradise I'm at a payphone, trying to call home All of my change, I spent on you Where have the times gone? Baby, it's all wrong Where are the plans we made for two? If happy-ever-afters did exist I would still be holding you like this All those fairy tales are full of shit One more fucking love song, I'll be sick, oh, yeah You turned your back on tomorrow 'cause you forgot yesterday I gave you my love to borrow, but you just gave it away You can't expect me to be fine (oh), I don't expect you to care (yeah) I know I said it before, but all of our bridges burned down I've wasted my nights, you turned out the lights Now I'm paralyzed (oh) Still stuck in that time when we called it love But even the sun sets in paradise I'm at a payphone, trying to call home All of my change, I spent on you (oh-oh) Where have the times gone? Baby, it's all wrong Where are the plans we made for two? (Yeah) If happy-ever-afters did exist I would still be holding you like this And all those fairy tales are full of shit One more fucking love song, I'll be sick (uh) Now I'm at a payphone Man, fuck that shit I be out spendin' all this money while you sittin' 'round Wondering why it wasn't you who came up from nothin' Made it from the bottom, now when you see me, I'm stuntin' And all of my cars start with the push of a button Telling me I changed since I blew up or whatever you call it Switched the number to my phone so you never could call it Don't need my name on my shirt, you can tell that I'm ballin' Swish, what a shame, coulda got picked Had a really good game, but you missed your last shot So you talk about who you see at the top Or what you could've saw, but sad to say, it's over for Phantom pulled up, valet opened doors Wished I'd go away, got what you was looking for Now it's me who they want So you can go and take that little piece of shit with you (yeah) I'm at a payphone, trying to call home All of my change, I spent on you (whoo) Where have the times gone? Baby, it's all wrong (yeah) Where are the plans we made for two? (Yeah, yeah) If happy-ever-afters did exist (oh, yeah) I would still be holding you like this And all these fairy tales are full of shit (yeah) One more fucking love song, I'll be sick (yeah) Now I'm at a payphone"
113,"Me plus you, I'ma tell you one time Me plus you, I'ma tell you one time Me plus you, I'ma tell you one time One time One time When I met you, girl, my heart went knock knock knock Now them butterflies in my stomach won't stop stop And even though it's a struggle love is all we got So we gonna keep keep climbin' 'til the mountain top Your world is my world And my fight is your fight My breath is your breath When you're hurt (I'm not right) You're my one love My one heart My one life for sure Let me tell you one time (girl, I love, girl, I love you) I'ma tell you one time (girl, I love, girl, I love you) And I'ma be your one guy You'll be my number one girl, always makin' time for you I'ma tell you one time (girl, I love, girl, I love you) I'ma tell you one time (girl, I love, girl, I love you) You look so deep You know that it humbles me You're by my side and what troubles them don't trouble me Many have called but the chosen is you Whatever you want, shawty, I'll give it to you Your world is my world And my fight is your fight My breath is your breath When you're hurt (I'm not right) You're my one love My one heart My one life for sure Let me tell you one time (girl, I love, girl, I love you) I'ma tell you one time (girl, I love, girl, I love you) And I'ma be your one guy You'll be my number one girl, always makin' time for you I'ma tell you one time (girl, I love, girl, I love you) I'ma tell you one time (girl, I love, girl, I love you) Shawty right there She's got everything I need and I'ma tell her one time One time, one time Give you everything you need down to my last dime She makes me happy I know where I'll be Right by your side 'cause she is the one For me You're my one love My one heart My one life for sure Let me tell you one time (girl, I love, girl, I love you) I'ma tell you one time (girl, I love, girl, I love you) And I'ma be your one guy You'll be my number one girl, always makin' time for you I'ma me tell you one time (girl, I love, girl, I love you) I'ma tell you one time (girl, I love, girl, I love you) Me plus you, I'ma tell you one time Me plus you, I'ma tell you one time Me plus you, I'ma tell you one time One time One time"
114,"Huh, oh oh Whoa oh oh oh It's always a good time Whoa oh oh oh It's always a good time Woke up on the right side of the bed What's up with this Prince song inside my head? Hands up if you're down to get down tonight 'Cause it's always a good time Slept in all my clothes like I didn't care Hopped into a cab, take me anywhere I'm in if you're down to get down tonight 'Cause it's always a good time Good morning and good night I wake up at twilight It's gonna be alright We don't even have to try It's always a good time Whoa oh oh oh, oh oh oh Whoa oh oh oh It's always a good time Whoa oh oh oh, oh oh oh We don't even have to try It's always a good time (good time, good time) (It's always a good time) (Whoa oh oh oh) Freaked out, dropped my phone in the pool again Checked out of my room, hit the ATM Let's hang out if you're down to get down tonight 'Cause it's always a good time Good morning and good night I wake up at twilight It's gonna be alright We don't even have to try It's always a good time Whoa oh oh oh, oh oh oh Whoa oh oh oh It's always a good time Whoa oh oh oh, oh oh oh We don't even have to try It's always a good time Whoa oh oh oh, oh oh oh Whoa oh oh oh It's always a good time Whoa oh oh oh, oh oh oh We don't even have to try It's always a good time Doesn't matter when It's always a good time then Doesn't matter where It's always a good time there Doesn't matter when It's always a good time then (It's always a good time) Whoa oh oh oh, oh oh oh Whoa oh oh oh It's always a good time Whoa oh oh oh, oh oh oh We don't even have to try It's always a good time Whoa oh oh oh, oh oh oh Whoa oh oh oh It's always a good time Whoa oh oh oh, oh oh oh We don't even have to try It's always a good time (Whoa oh oh oh, oh oh oh Whoa oh oh oh It's always a good time Whoa oh oh oh, oh oh oh)"
115,"You the one that I dream about all day You the one that I think about always You the one that I dream about all day You the one that I think about always

You the one that I dream about all day You the one that I think about always You the one that I dream about all day You the one that I think about always

(Verse 1) Baby, I love you, I need you here With me all the time Baby, we meant to be You got me smiling all the time 'Cause you know how to give me that You know how to pull me back When I go runnin', runnin' Tryin' to get away from loving you You know how to love me hard I won't lie, I'm falling hard Yep, I'm falling for you, but there's nothing I can do

(Chorus) You the one that I dream about all day You the one that I think about always You the one that I dream about all day You the one that I think about always

You the one, so I make sure I behave My love is your love, your love is mine You the one that I dream about all day You the one that I think about always

(Verse 2) Baby, come take me now, hold me now Make me come alive You got the sweetest touch I'm so happy, you came in my life 'Cause you know how to give me that You know how to pull me back When I go runnin', runnin' Tryin' to get away from loving you You know how to love me hard I won't lie, I'm falling hard Yep, I'm falling for you, but there's nothing I can do

(Chorus) You the one that I dream about all day You the one that I think about always You the one that I dream about all day You the one that I think about always

You the one, so I make sure I behave My love is your love, your love is mine You the one that I dream about all day You the one that I think about always

(Bridge) And no matter what you do (And no matter what you do) I'm gonna get it out to you (I'm gonna get it out to you) And no matter what you do (And no matter what you do) I'm gonna get it out to you (I'm gonna get it out to you)

'Cause you know how to give me that You know how to pull me back When I go runnin', runnin' Tryin' to get away from loving you You know how to love me hard I won't lie, I'm falling hard Yep, I'm falling for you, but there's nothing I can do

(Chorus) You the one that I dream about all day You the one that I think about always You the one that I dream about all day You the one that I think about always

You the one, so I make sure I behave My love is your love, your love is mine You the one that I dream about all day You the one that I think about always"
116,"[Sean Kingston:] Eenie meenie miney mo Catch a bad chick by her toe If she holler (if, if, if she holler) let her go She's indecisive She can't decide She keeps on lookin' From left to right Girl, come a bit closer Look in my eyes Searchin' is so wrong I'm Mr. Right You seem like the type To love 'em and leave 'em And disappear right after this song So give me the night To show you, hold you Don't leave me out here dancin' alone You can't make up your mind, mind, mind, mind, mind Please don't waste my time, time, time, time, time I'm not tryin' to rewind, wind, wind, wind, wind I wish our hearts could come together as one 'Cause shorty is a eenie meenie miney mo lover Shorty is a eenie meenie miney mo lover Shorty is a eenie meenie miney mo lover Shorty is a eenie meenie miney mo lover [Justin Bieber:] Let me show you what your missin' Paradise With me you're winning, girl You don't have to roll the dice Tell me what you're really here for (here for) Them other guys? I can see right through you You seem like the type To love 'em and leave 'em And disappear right after the song So give me the night To show you, hold you Don't leave me out here dancin' alone Can't make up your mind, mind, mind, mind, mind Please don't waste my time, time, time, time, time Not tryin' to rewind, wind, wind, wind, wind I wish our hearts could come together as one 'Cause shorty is a eenie meenie miney mo lover Shorty is a eenie meenie miney mo lover Shorty is a eenie meenie miney mo lover Shorty is a eenie meenie miney mo lover [Sean Kingston:] Eenie meenie miney mo Catch a bad chick by her toe If she holler (if, if, if she holler) let her go Eenie meenie miney mo Catch a bad chick by her toe If she holler, holler, holler (let, let, let, let) Shorty is a eenie meenie miney mo lover Shorty is a eenie meenie miney mo lover Shorty is a eenie meenie miney mo lover Shorty is a eenie meenie miney mo lover (here we go) You can't make up your mind, mind, mind, mind, mind Please don't waste my time, time, time, time, time I'm not tryin' to rewind, wind, wind, wind, wind I wish our hearts could come together as one Shorty is a eenie meenie miney mo lover Shorty is a eenie meenie miney mo lover Shorty is a eenie meenie miney mo lover Shorty is a eenie meenie miney mo lover"
117,"I thought that I'd been hurt before But no one's ever left me quite this sore Your words cut deeper than a knife Now I need someone to breathe me back to life Got a feeling that I'm going under But I know that I'll make it out alive If I quit calling you my lover Move on You watch me bleed until I can't breathe Shaking, falling onto my knees And now that I'm without your kisses I'll be needing stitches Tripping over myself Aching, begging you to come help And now that I'm without your kisses I'll be needing stitches Just like a moth drawn to a flame Oh, you lured me in, I couldn't sense the pain Your bitter heart, cold to the touch Now I'm gonna reap what I sow I'm left seeing red on my own Got a feeling that I'm going under But I know that I'll make it out alive If I quit calling you my lover Move on You watch me bleed until I can't breathe Shaking, falling onto my knees And now that I'm without your kisses I'll be needing stitches Tripping over myself Aching, begging you to come help And now that I'm without your kisses I'll be needing stitches Needle and the thread, gotta get you outta my head Needle and the thread, gonna wind up dead Needle and the thread, gotta get you outta my head Needle and the thread, gonna wind up dead (gonna wind up dead) Needle and the thread, gotta get you outta my head (gotta get you outta my head) Needle and the thread, gonna wind up dead (wind up dead) Needle and the thread, gotta get you outta my head, get you outta my head You watch me bleed until I can't breathe Shaking, falling onto my knees (falling on my knees) And now that I'm without your kisses (without you) I'll be needing stitches (and I'll be needing stitches) Tripping over myself Aching, begging you to come help (begging baby, please) And now that I'm without your kisses I'll be needing stitches And now that I'm without your kisses I'll be needing stitches And now that I'm without your kisses I'll be needing stitches"
118,"I won't lie to you I know he's just not right for you And you can tell me if I'm off, but I see it on your face When you say that he's the one that you want And you're spendin' all your time in this wrong situation And anytime you want it to stop I know I can treat you better than he can And any girl like you deserves a gentleman Tell me, why are we wasting time on all your wasted cryin' When you should be with me instead? I know I can treat you better, better than he can I'll stop time for you The second you say you'd like me to I just wanna give you the loving that you're missing Baby, just to wake up with you Would be everything I need, and this could be so different Tell me what you want to do 'Cause I know I can treat you better than he can And any girl like you deserves a gentleman Tell me, why are we wasting time on all your wasted cryin' When you should be with me instead? I know I can treat you better, better than he can Better than he can Give me a sign, take my hand, we'll be fine Promise I won't let you down Just know that you don't have to do this alone Promise I'll never let you down 'Cause I know I can treat you better than he can And any girl like you deserves a gentleman Tell me, why are we wasting time on all your wasted cryin' When you should be with me instead? I know I can treat you better, better than he can, oh Better than he can Better than he can"
119,"Yeah, you Yeah, you I used to wanna be Living like there's only me But now I spend my time Thinkin' 'bout a way to get you off my mind (yeah, you) I used to be so tough Never really gave enough And then you caught my eye Giving me the feeling of a lightning strike (yeah, you) Look at me now, I'm falling I can't even talk, still stuttering This ground of mine keeps shaking Oh, oh, oh, now All I wanna be, yeah, all I ever wanna be, yeah, yeah Is somebody to you All I wanna be, yeah, all I ever wanna be, yeah, yeah Is somebody to you Everybody's tryna be a billionaire But every time I look at you, I just don't care 'Cause all I wanna be, yeah, all I ever wanna be, yeah, yeah Is somebody to you (yeah, you) I used to ride around I didn't wanna settle down But now I wake each day Lookin' for a way that I can see your face (yeah, you) I've got your photograph But baby, I need more than that I need to know your lips Nothing ever mattered to me more than this (yeah, you) Look at me now, I'm falling I can't even talk, still stuttering This ground of mine keeps shaking Oh, oh, oh, now All I wanna be, yeah, all I ever wanna be, yeah, yeah Is somebody to you All I wanna be, yeah, all I ever wanna be, yeah, yeah Is somebody to you Everybody's tryna be a billionaire But every time I look at you, I just don't care 'Cause all I wanna be, yeah, all I ever wanna be, yeah, yeah Is somebody to you (yeah, you) Look at me now, I'm falling Can't even talk, still stuttering All I wanna be, yeah, all I ever wanna be, yeah, yeah Yeah, yeah (yeah, you) All I wanna be, yeah, all I ever wanna be, yeah, yeah Is somebody to you All I wanna be, yeah, all I ever wanna be, yeah, yeah Is somebody to you (yeah, you) All I wanna be, yeah, all I ever wanna be, yeah, yeah Is somebody to you (somebody to you) All I wanna be, yeah, all I ever wanna be, yeah, yeah Is somebody to you (yeah, you) Everybody's tryna be a billionaire But every time I look at you, I just don't care (I just don't care) 'Cause all I wanna be, yeah, all I ever wanna be, yeah, yeah Is somebody to you (is somebody to you) (yeah, you) 'Cause all I wanna be, yeah, all I ever wanna be, yeah, yeah Is somebody to you (yeah, you) Yeah, you"
120,"(Sophia Grace) Wake up every day like, ""Hello, beautiful"" 'Cause this world is so crazy and it can be cruel You gotta know that you're the one, that you're the one And you're the only one who can get it done

(Pre-Chorus) I'm talkin' to the girl in the mirror Whoa, oh, oh, whoa, oh, oh I'm talkin' to the girl in the mirror Whoa, oh, oh, whoa, oh, oh (Let's go!)

(Chorus) Girl in the mirror You're the only one, you're the only one Girl in the mirror You're the only one, you're the only one I love you, I love you, I love you I love you, I love you, I love you Girl in the mirror You're the only one, you're the only one

(Sophia Grace) You can look at the magazines and the TV screens But they don't know nothin' 'bout the girl I've seen She's got a smile so bright, makes the world light up And she's the only one that can make it stop

(Pre-Chorus) I'm talkin' to the girl in the mirror Whoa, oh, oh, whoa, oh, oh I'm talkin' to the girl in the mirror Whoa, oh, oh, whoa, oh, oh

(Chorus) Girl in the mirror You're the only one, you're the only one Girl in the mirror You're the only one, you're the only one I love you, I love you, I love you I love you, I love you, I love you Girl in the mirror You're the only one, you're the only one

(Silentó - Rap Verse) Silentó! Yeah, girl, you lookin' good, yeah, you lookin' fine I can see you lookin' at yourself all the time Confidence is key, so just believe in you And there ain't nothin' in this world that you can't do So just smile for the mirror (Smile!) Lookin' at the mirror (Look!) Ain't nobody dearer than the girl in the mirror (You!) You the one, you the one, yeah, you the one (Yeah!) Now tell yourself you beautiful and have some fun (Let's go!)

(Sophia Grace) I love my hair, I love my style I love the way that I can smile I love my personality I love the way I'm being me

(Chorus) Girl in the mirror You're the only one, you're the only one Girl in the mirror You're the only one, you're the only one I love you, I love you, I love you I love you, I love you, I love you Girl in the mirror You're the only one, you're the only one

(Outro) Girl in the mirror Whoa, oh, oh, whoa, oh, oh I'm talkin' to the girl in the mirror Whoa, oh, oh, whoa, oh, oh"
121,"(Verse 1) I don't know why, I don't know why But every time I'm with you It's like supernatural This love's possessing me, but I don't mind at all

It's like supernatural This love's possessing me, but I don't mind at all (I don't mind at all)

(Verse 2) Need your hands all over me like that (Like that) Need your hands all over me like that (Like that) It's more than physical (Physical) It's like supernatural This love's possessing me, but I don't mind at all (I don't mind at all)

(Chorus) It's like supernatural This love's possessing me, but I don't mind at all It's like supernatural This love's possessing me, but I don't mind at all (I don't mind at all)

(Bridge) I want you to come claim it, I do You to come name it, I do You to come tame it, I do (I don't mind at all) I want you to come claim it, I do You to come name it, I do You to come tame it, I do (I don't mind at all)

(Chorus) It's like supernatural This love's possessing me, but I don't mind at all It's like supernatural This love's possessing me, but I don't mind at all (I don't mind at all)

(Outro) (I don't mind at all) (I don't mind at all) (I don't mind at all)"
122,"It feels like a perfect night to dress up like hipsters And make fun of our exes, uh uh, uh uh It feels like a perfect night for breakfast at midnight To fall in love with strangers, uh uh, uh uh Yeah We're happy, free, confused, and lonely at the same time It's miserable and magical Oh, yeah Tonight's the night when we forget about the deadlines It's time Uh oh! I don't know about you But I'm feeling 22 Everything will be alright If you keep me next to you You don't know about me But I'll bet you want to Everything will be alright If we just keep dancing like we're 22, ooh-ooh 22, ooh-ooh It seems like one of those nights This place is too crowded Too many cool kids, uh uh, uh uh (who's Taylor Swift anyway, ew?) It seems like one of those nights We ditch the whole scene and end up dreaming Instead of sleeping Yeah We're happy, free, confused, and lonely in the best way It's miserable and magical Oh, yeah Tonight's the night when we forget about the heartbreaks It's time Uh oh! (hey!) I don't know about you But I'm feeling 22 Everything will be alright If you keep me next to you You don't know about me But I'll bet you want to Everything will be alright (alright) If we just keep dancing like we're 22, ooh-ooh (oh, oh, oh) 22, ooh-ooh I don't know about you 22, ooh-ooh 22, ooh-ooh It feels like one of those nights We ditch the whole scene It feels like one of those nights We won't be sleeping It feels like one of those nights You look like bad news I gotta have you I gotta have you Ooh-ooh Ooh-ooh, ye-e-e-e-eah, hey I don't know about you (I don't know about you) But I'm feeling 22 Everything will be alright If you keep me next to you You don't know about me (you don't know about me) But I'll bet you want to Everything will be alright If we just keep dancing like we're 22, ooh-ooh (oh â€“ whoa) 22, ooh-ooh (dancing like) 22, ooh-ooh, yeah, yeah 22, ooh-ooh, yeah, yeah, yeah It feels like one of those nights We ditch the whole scene It feels like one of those nights We won't be sleeping It feels like one of those nights You look like bad news I gotta have you I gotta have you"
123,"There's somethin' bout the way The street looks when it's just rained There's a glow off the pavement You walk me to the car And you know I wanna ask you to dance right there In the middle of the parking lot Yeah Oh, yeah We're drivin' down the road I wonder if you know I'm tryin' so hard not to get caught up now But you're just so cool Run your hands through your hair Absent mindedly makin' me want you And I don't know how it gets better than this You take my hand and drag me head first Fearless And I don't know why But with you I'd dance in a storm In my best dress Fearless So baby drive slow 'Til we run out of road in this one horse town I wanna stay right here in this passenger seat You put your eyes on me In this moment now capture it, remember it 'Cause I don't know how it gets better than this You take my hand and drag me head first Fearless And I don't know why But with you I'd dance in a storm In my best dress Fearless Oh, oh Well you stood there with me in the doorway My hands shake I'm not usually this way but You pull me in and I'm a little more brave It's the first kiss, it's flawless, really something, it's fearless Oh, yeah 'Cause I don't know how it gets better than this You take my hand and drag me head first Fearless And I don't know why But with you I'd dance in a storm In my best dress Fearless 'Cause I don't know how it gets better than this You take my hand and drag me head first Fearless And I don't know why But with you I'd dance in a storm In my best dress Fearless Oh, oh, oh yeah"
124,"The moon is high Like your friends were the night that we first met Went home and tried to stalk you on the internet Now I've read all of the books beside your bed The wine is cold Like the shoulder that I gave you in the street Cat and mouse for a month or two or three Now I wake up in the night and watch you breathe Kiss me once 'cause you know I had a long night (Oh) Kiss me twice 'cause it's gonna be alright Three times 'cause I've waited my whole life (One, two, one, two, three, four) I like shiny things, but I'd marry you with paper rings Uh huh, that's right Darling, you're the one I want, and I hate accidents except when we went from friends to this Uh huh, that's right Darling, you're the one I want In paper rings, in picture frames, in dirty dreams Oh, you're the one I want In the winter, in the icy outdoor pool When you jumped in first, I went in too I'm with you even if it makes me blue Which takes me back To the color that we painted your brother's wall Honey, without all the exes, fights, and flaws We wouldn't be standing here so tall, so Kiss you once 'cause I know you had a long night (Oh) Kiss you twice 'cause it's gonna be alright Three times 'cause you waited your whole life (One, two, one two three four) I like shiny things, but I'd marry you with paper rings Uh huh, that's right Darling, you're the one I want, and I hate accidents except when we went from friends to this Uh huh, that's right Darling, you're the one I want In paper rings, in picture frames, in dirty dreams Oh, you're the one I want I want to drive away with you I want your complications too I want your dreary Mondays Wrap your arms around me, baby boy I want to drive away with you I want your complications too I want your dreary Mondays Wrap your arms around me, baby boy Uh huh I like shiny things, but I'd marry you with paper rings Uh huh, that's right You're the one I want I hate accidents except when we went from friends to this Uh huh Darling, you're the one I want I like shiny things, but I'd marry you with paper rings Uh huh, that's right Darling, you're the one I want, and I hate accidents except when we went from friends to this Uh huh, that's right Darling, you're the one I want In paper rings, in picture frames, in all dreams You're the one I want In paper rings, in picture frames, and all my dreams Oh, you're the one I want You're the one I want, one I want You're the one I want, one I want"
125,"18, we were undergrads Stayed out late, never made it to class, uh Outer Richmond in a taxi cab You were sweating bullets on the way to my dad's and oh You said, ""Baby, think we're moving too fast"", ah-ah And I swear the magnolias flashed a smile (flashed a smile) And that's when I caught me hoping you'd stay a while (stay a while) Baby, I'd give up anything to travel inside your mind Baby, I fall in love again come every summertime My daddy taught me to choose 'em wisely, but you don't have to try 'Cause, baby, I fall in love every summertime 25, man we're missing church Laugh 'bout everyone we're hating at work Dinner with your sister and the jokes kinda hurt Cry the way home, and you're putting me first, oh Yeah, we just always know what to say (mh, ah, yeah) We're strolling down the boulevard And dancing under streetlights (oh, the lights) Every year we get older, and I'm still on your side (oh, I) Baby, I'd give up anything to travel inside your mind Baby, I fall in love again come every summertime My daddy taught me to choose 'em wisely, but you don't have to try 'Cause, baby, I fall in love every summertime Every day is summertime Every day is summertime Every day is summertime with you Every day is summertime Every day is summertime Every day is summertime with you"
126,"They say, 'The holy water's watered down And this town's lost its faith Our colors will fade eventually' So if our time is runnin' out Day after day We'll make the mundane our masterpiece Oh my, my Oh my, my love I take one look at you You're takin' me out of the ordinary I want you layin' me down 'til we're dead and buried On the edge of your knife, stayin' drunk on your vine The angels up in the clouds are jealous, knowin' we found Somethin' so out of the ordinary You got me kissin' the ground of your sanctuary Shatter me with your touch, oh Lord, return me to dust The angels up in the clouds are jealous, knowin' we found Hopeless hallelujah On this side of Heaven's gate Oh, my life, how do ya Breathe and take my breath away? At your altar, I will pray You're the sculptor, I'm the clay Oh my, my You're takin' me out of the ordinary I want you layin' me down 'til we're dead and buried On the edge of your knife, stayin' drunk on your vine The angels up in the clouds are jealous, knowin' we found Somethin' so out (out) of the ordinary (ordinary) You got me kissin' the ground (ground) of your sanctuary (sanctuary) Shatter me with your touch, oh Lord, return me to dust The angels up in the clouds are jealous, knowin' we found Somethin' so heavenly, higher than ecstasy Whenever you're next to me, oh my, my World was in black and white until I saw your light I thought you had to die to find Somethin' so out of the ordinary I want you layin' me down 'til we're dead and buried On the edge of your knife, stayin' drunk on your vine The angels up in the clouds are jealous, knowin' we found Somethin' so out (out) of the ordinary You got me kissin' the ground (ground) of your sanctuary (sanctuary) Shatter me with your touch, oh Lord, return me to dust The angels up in the clouds are jealous, knowin' we found"
127,"Oh, I hope you know I will carry you home Whether it's tonight or 55 years down the road Oh, I know there's so many ways that this could go Don't want you to wonder, darlin', I need you to know We were talkin' to the sunset Throwin' dreams against the wall (oh) I know none of them have stuck yet But I bet it on you, honey, oh, I would risk it all These days, these nights are changin' Mama, my mind is set on you I'm not afraid to say it, to say it's true Oh, I hope you know I will carry you home Whether it's tonight or 55 years down the road Oh, I know there's so many ways that this could go Don't want you to wonder, darlin', I need you to know In this and every life I choose us every time (whoa) Oh, oh, oh, oh Oh, oh, oh, oh, oh, oh, oh We were California Dreamin' Our whole life fit in that car (oh) Didn't have a bed to sleep in We kept each other warm under a ceilin' full of stars These days, these nights are changin' Mama, my mind is set on you I'm not afraid to say it, to say I do Oh, I hope you know I will carry you home Whether it's tonight or 55 years down the road Oh, I know there's so many ways that this could go Don't want you to wonder, darlin', I need you to know In this and every life I choose us every time (whoa) Oh, oh, oh, oh Oh, oh, oh, oh, oh, oh, oh Oh, I hope you know I will carry you home Whether it's tonight or 55 years down the road"
128,"Once upon a younger year When all our shadows disappeared The animals inside came out to play Went face to face with all our fears Learned our lessons through the tears Made memories we knew would never fade One day, my father, he told me, 'Son, don't let it slip away' He took me in his arms, I heard him say 'When you get older, your wild heart will live for younger days Think of me if ever you're afraid' He said, 'One day, you'll leave this world behind So live a life you will remember' My father told me when I was just a child 'These are the nights that never die' My father told me 'When thunderclouds start pouring down Light a fire they can't put out Carve your name into those shining stars' He said, 'Go venture far beyond the shores Don't forsake this life of yours I'll guide you home no matter where you are' One day, my father, he told me, 'Son, don't let it slip away' When I was just a kid, I heard him say 'When you get older, your wild heart will live for younger days Think of me if ever you're afraid' He said, 'One day, you'll leave this world behind So live a life you will remember' My father told me when I was just a child 'These are the nights that never die' My father told me 'These are the nights that never die' My father told me My father told me"
129,"Putting my defenses up 'Cause I don't wanna fall in love If I ever did that, I think I'd have a heart attack Never put my love out on the line Never said yes to the right guy Never had trouble getting what I want But when it comes to you, I'm never good enough When I don't care I can play 'em like a Ken doll Won't wash my hair Then make 'em bounce like a basketball But you make me wanna act like a girl Paint my nails and wear high heels Yes, you make me so nervous that I just can't hold your hand You make me glow But I cover up, won't let it show So I'm putting my defenses up 'Cause I don't wanna fall in love If I ever did that, I think I'd have a heart attack I think I'd have a heart attack I think I'd have a heart attack Never break a sweat for the other guys When you come around, I get paralyzed And every time I try to be myself It comes out wrong like a cry for help It's just not fair Pain's more trouble than love is worth I gasp for air It feels so good, but you know it hurts But you make me wanna act like a girl Paint my nails and wear perfume for you Make me so nervous that I just can't hold your hand You make me glow But I cover up, won't let it show So I'm putting my defenses up 'Cause I don't wanna fall in love If I ever did that, I think I'd have a heart attack I think I'd have a heart attack I think I'd have a heart attack The feelings got lost in my lungs They're burning, I'd rather be numb (rather be numb) And there's no one else to blame (no one else to blame) So scared, I take off, and I run I'm flying too close to the sun And I burst into fla-fla-flames You make me glow But I cover up, won't let it show So I'm putting my defenses up 'Cause I don't wanna fall in love If I ever did that, I think I'd have a heart attack I think I'd have a heart attack (heart attack) I think I'd have a heart attack-tack I think I'd have a heart attack (oh, I think I'd have a heart attack) I think I'd have a heart attack"
130,"I don't have to say goodbye, when I see you in my dreams Like the warmest summer wind, I feel you in the breeze It'll never be goodbye, cause I'll see you in my dreams So until later, in my dreams I sleep through the days now, just in case you might show up I'm wasting away now, but I still feel all the love If I wake up, stay with me I sleep through the days now, just to see you in my dreams Came to me again last night, to say it's okay to breathe Take it slow take it easy, and take all the time you need You won't need to close your eyes, when I hold you in my wings So until later, in my dream I sleep through the days now, just in case you might show up I'm wasting away now, but I still feel all the love If I wake up, stay with me I sleep through the days now, just to see you in my dreams"
131,"Just a young gun with a quick fuse I was uptight, wanna let loose I was dreaming of bigger things and Wanna leave my own life behind Not a 'Yes, sir,' not a follower Fit the box, fit the mold, have a seat In the foyer, take a number I was lightning before the thunder Thunder, thunder, thunder, thun— Thunder, th-th-thunder, thunder Thunder, thunder, thun— Thunder, th-th-thunder, thunder Thunder, feel the thunder Lightning, then the thunder Thunder, feel the thunder Lightning, then the thunder, thunder, thunder Thunder Kids were laughin' in my classes While I was schemin' for the masses Who do you think you are? Dreaming 'bout being a big star They say, 'You're basic,' they say, 'You're easy' You're always riding in the backseat Now I'm smilin' from the stage while You were clappin' in the nosebleeds Thunder, thunder, thunder, thun— Thunder, th-th-thunder, thunder Thunder, thunder, thun— Thunder, th-th-thunder, thunder Thunder, feel the thunder Lightning, then the thunder Thunder, feel the thunder Lightning, then the thunder, thunder Thunder, feel the thunder Lightning, then the thunder, thunder Thunder, feel the thunder Lightning, then the thunder, thunder Thunder, feel the thunder Lightning, then the thunder, thunder Thunder, feel the thunder (Never give up, never give up) Lightning, then the thunder, thunder (Never give up on your dreams) Thunder, feel the thunder (Never give up, never give up) Lightning, then the thunder, thunder (Never give up on your dreams) Thunder, thunder, thun— Thunder, th-th-thunder, thunder Thunder, thunder, thun— Thunder, th-th-thunder, thunder Thunder, thunder, thun— Thunder, th-th-thunder, thunder Thunder, thunder, thun— Thunder, th-th-thunder, thunder"
